customer_id,visit_date,kiosk_id,city,visit_number,weekday_flag,dwell_time_minutes,promo_exposed,spend_amount,items_purchased,payment_type
C0028,2024-01-07,K3,Jakarta,5,0,17.86119623379197,0,31.43,2,cash
C0029,2024-03-27,K14,Medan,1,1,9.879807090002505,1,34.88,1,wallet
C0030,2024-11-02,K6,Surabaya,1,0,5.443894949124424,0,0.0,0,card
C0030,2024-07-20,K15,Jakarta,2,0,10.316886363394197,1,18.71,2,card
C0030,2024-10-19,K20,Medan,3,0,4.190965693022642,1,10.82,2,card
C0031,2024-10-21,K19,Surabaya,1,1,22.00868551265068,1,0.0,0,card
C0031,2024-02-09,K10,Medan,2,1,8.413560250219609,0,14.17,2,cash
C0031,2024-11-20,K9,Medan,3,1,20.0503373434669,0,0.0,0,cash
C0032,2024-12-10,K5,Denpasar,1,1,17.538602251408502,0,1.58,1,cash
C0032,2024-10-13,K3,Surabaya,2,0,8.459605669029294,0,0.0,0,cash
C0032,2024-05-12,K11,Medan,3,0,7.808062544410574,0,0.0,0,card
C0033,2024-07-22,K12,Medan,1,1,12.869540208282524,0,12.17,2,wallet
C0034,2024-10-19,K3,Denpasar,1,0,11.050028064088103,0,17.53,2,card
C0035,2024-08-29,K2,Jakarta,1,1,16.58163837351241,0,11.58,3,card
C0036,2024-10-20,K13,Medan,1,0,13.732442379489964,1,0.0,0,card
C0037,2024-12-06,K8,Denpasar,1,1,17.365436727051566,0,0.0,0,card
C0038,2024-04-23,K8,Jakarta,1,1,11.180195601990393,0,0.0,0,card
C0038,2024-10-15,K2,Surabaya,2,1,21.07686342413453,1,15.01,3,wallet
C0038,2024-06-17,K11,Medan,3,1,13.030954910146633,1,6.36,2,cash
C0038,2024-04-11,K7,Jakarta,4,1,10.042872416566324,0,14.54,1,cash
C0038,2024-07-17,K17,Bandung,5,1,2.0,0,15.35,2,card
C0039,2024-11-25,K12,Denpasar,1,1,19.22692344791467,0,8.55,3,cash
C0040,2024-10-28,K15,Medan,1,1,13.960422648504347,1,6.81,2,cash
C0040,2024-11-29,K15,Medan,2,1,7.078638123537482,0,3.88,2,card
C0041,2024-03-17,K10,Denpasar,1,0,11.20388060951645,0,7.5,3,cash
C0041,2024-10-24,K12,Denpasar,2,1,11.248290387095482,1,4.07,3,cash
C0041,2024-04-27,K10,Jakarta,3,0,14.110065803534845,0,20.15,1,cash
C0042,2024-04-09,K1,Surabaya,1,1,13.39497081111901,0,4.7,1,card
C0042,2024-08-13,K3,Medan,2,1,12.721250114086954,0,2.41,3,cash
C0042,2024-03-18,K10,Denpasar,3,1,4.25234365210744,1,13.42,1,cash
C0043,2024-10-28,K6,Surabaya,1,1,12.845620250495452,0,0.0,0,wallet
C0044,2024-05-15,K7,Medan,1,1,18.192749774559665,1,10.06,3,card
C0045,2024-07-18,K3,Surabaya,1,1,20.362861934188516,0,7.02,2,card
C0046,2024-11-28,K16,Surabaya,1,1,11.443869693256499,1,11.34,1,cash
C0046,2024-05-15,K13,Medan,2,1,16.3265845101019,0,3.75,2,card
C0046,2024-08-18,K12,Medan,3,0,6.64702830882199,0,14.3,1,cash
C0046,2024-09-05,K20,Surabaya,4,1,13.94289302265482,1,3.81,3,card
C0046,2024-11-11,K15,Jakarta,5,1,12.409146792737825,0,37.01,2,wallet
C0047,2024-12-01,K14,Jakarta,1,0,11.505551734044287,0,0.0,0,cash
C0047,2024-05-09,K14,Medan,2,1,15.56135744752939,0,0.0,0,wallet
C0047,2024-06-12,K16,Denpasar,3,1,13.434587143361616,1,9.13,1,cash
C0047,2024-01-25,K13,Medan,4,1,11.421889425212724,1,0.0,0,wallet
C0048,2024-11-11,K5,Bandung,1,1,18.282181711725947,0,1.56,1,cash
C0048,2024-09-23,K9,Bandung,2,1,16.410523911204393,0,1.93,2,cash
C0048,2024-09-19,K17,Denpasar,3,1,8.356341593127983,1,8.44,1,card
C0048,2024-05-03,K3,Bandung,4,1,15.367825715933499,0,15.37,2,cash
C0049,2024-05-12,K2,Bandung,1,0,18.847204882120522,0,0.0,0,cash
C0050,2024-03-05,K13,Denpasar,1,1,11.388265486794474,0,6.09,3,card
C0050,2024-11-03,K4,Surabaya,2,0,9.82421701072624,0,0.0,0,card
C0051,2024-02-11,K16,Denpasar,1,0,17.19952343698038,0,4.72,2,cash
C0052,2024-10-03,K17,Jakarta,1,1,11.513459056139867,0,0.43,1,cash
C0052,2024-03-27,K17,Denpasar,2,1,12.923401529324542,0,6.19,2,card
C0052,2024-08-15,K11,Surabaya,3,1,17.78907421012005,0,13.54,2,wallet
C0052,2024-01-08,K6,Medan,4,1,12.870092783103019,0,0.0,0,cash
C0052,2024-02-18,K4,Jakarta,5,0,13.228669914606767,1,0.0,0,card
C0053,2024-09-22,K2,Bandung,1,0,20.996357875094997,0,21.7,1,wallet
C0053,2024-07-01,K8,Bandung,2,1,2.0,0,0.0,0,wallet
C0053,2024-06-20,K14,Jakarta,3,1,16.871311110644037,1,0.0,0,card
C0053,2024-08-09,K8,Medan,4,1,7.931773219701627,0,14.99,2,wallet
C0054,2024-12-13,K18,Surabaya,1,1,13.998439758763208,1,0.0,0,card
C0055,2024-02-13,K1,Bandung,1,1,14.82754822815772,1,4.8,3,card
C0056,2024-08-16,K10,Surabaya,1,1,3.1961862042209113,0,0.0,0,card
C0056,2024-01-03,K11,Jakarta,2,1,7.7473977289535,0,7.06,2,card
C0056,2024-03-06,K12,Jakarta,3,1,19.274053224958713,0,10.26,1,wallet
C0056,2024-01-20,K5,Surabaya,4,0,7.898280877346521,0,5.73,1,card
C0057,2024-08-14,K6,Denpasar,1,1,9.919029986349297,0,0.0,0,card
C0057,2024-01-14,K20,Medan,2,0,11.900122856400484,0,2.8,3,cash
C0057,2024-02-29,K19,Denpasar,3,1,14.766363444754745,0,4.73,1,cash
C0058,2024-07-01,K20,Jakarta,1,1,9.53120028819772,0,0.0,0,wallet
C0059,2024-04-27,K15,Medan,1,0,6.61654915387435,0,27.05,1,wallet
C0059,2024-11-20,K10,Surabaya,2,1,14.558688345395026,0,0.0,0,cash
C0059,2024-12-02,K19,Surabaya,3,1,9.942895136703148,0,3.94,1,card
C0060,2024-07-10,K4,Surabaya,1,1,12.499527719512049,0,12.23,1,cash
C0060,2024-11-11,K20,Jakarta,2,1,12.72980804856575,1,0.0,0,cash
C0061,2024-12-07,K3,Medan,1,0,6.653747030239209,1,0.0,0,cash
C0062,2024-07-02,K18,Surabaya,1,1,2.3174063274594214,0,0.0,0,card
C0062,2024-01-07,K15,Surabaya,2,0,13.756444047122708,0,0.0,0,cash
C0063,2024-05-21,K17,Bandung,1,1,5.728552884153753,0,14.58,1,card
C0063,2024-06-09,K4,Surabaya,2,0,13.319472152270096,0,0.0,0,cash
C0063,2024-01-28,K17,Jakarta,3,0,5.310632543948837,1,5.07,2,cash
C0063,2024-01-02,K10,Surabaya,4,1,11.384108925949754,1,12.42,3,card
C0064,2024-05-17,K17,Denpasar,1,1,9.586282389089838,1,17.85,2,cash
C0064,2024-08-19,K14,Bandung,2,1,12.430364324968375,1,3.57,1,cash
C0064,2024-09-04,K1,Surabaya,3,1,7.132766293002619,1,13.17,1,cash
C0064,2024-07-15,K10,Medan,4,1,13.812854075132426,1,8.3,3,card
C0065,2024-08-25,K20,Medan,1,0,13.900393542208866,0,20.65,3,cash
C0066,2024-08-07,K8,Denpasar,1,1,6.406903327832201,1,0.0,0,cash
C0066,2024-09-02,K1,Denpasar,2,1,9.28765966646902,1,10.73,1,card
C0066,2024-06-10,K6,Surabaya,3,1,6.054943588099827,0,0.0,0,cash
C0066,2024-07-14,K5,Bandung,4,0,13.692419217308455,1,6.79,2,cash
C0066,2024-02-29,K15,Medan,5,1,2.0,0,6.57,3,wallet
C0067,2024-10-03,K1,Denpasar,1,1,8.960890064527838,0,0.0,0,cash
C0067,2024-12-03,K5,Medan,2,1,19.606580259612258,0,18.92,3,cash
C0068,2024-09-28,K3,Medan,1,0,7.384336947710758,1,0.0,0,wallet
C0069,2024-07-09,K15,Denpasar,1,1,14.569539248294575,1,12.03,3,wallet
C0070,2024-07-25,K1,Bandung,1,1,12.897908909697989,0,0.0,0,cash
C0071,2024-02-07,K8,Bandung,1,1,18.537894053799914,0,0.0,0,cash
C0071,2024-12-09,K6,Jakarta,2,1,10.113608970581556,0,0.0,0,wallet
C0072,2024-10-10,K7,Jakarta,1,1,16.443313767754802,0,0.0,0,card
C0072,2024-04-29,K8,Jakarta,2,1,2.5739997398944148,0,5.37,3,cash
C0072,2024-11-29,K4,Medan,3,1,14.14156481236748,0,6.56,1,wallet
C0073,2024-01-16,K17,Medan,1,1,16.49567856843746,0,0.0,0,wallet
C0073,2024-09-11,K9,Denpasar,2,1,8.422641514342642,0,4.13,3,wallet
C0074,2024-03-05,K15,Medan,1,1,11.620881892408685,0,0.0,0,wallet
C0074,2024-04-02,K19,Medan,2,1,16.377539902557544,1,0.0,0,cash
C0074,2024-12-13,K12,Denpasar,3,1,10.961844735088105,1,0.0,0,card
C0074,2024-08-01,K17,Denpasar,4,1,3.2501106289060164,0,0.0,0,wallet
C0075,2024-12-27,K3,Denpasar,1,1,2.0,0,6.99,1,card
C0076,2024-10-28,K8,Bandung,1,1,9.575164812505145,0,0.0,0,card
C0077,2024-12-28,K9,Jakarta,1,0,15.877227353815464,1,0.0,0,card
C0077,2024-12-09,K11,Bandung,2,1,16.962304157472634,0,9.66,3,cash
C0078,2024-04-17,K16,Jakarta,1,1,15.844486816122366,1,10.76,3,wallet
C0079,2024-06-01,K2,Medan,1,0,8.92613567421541,0,9.3,3,card
C0079,2024-05-26,K19,Jakarta,2,0,12.56959814050385,1,15.79,3,card
C0079,2024-07-20,K9,Jakarta,3,0,12.094248114724238,0,7.71,3,card
C0080,2024-01-02,K11,Jakarta,1,1,16.587726033320603,0,12.49,3,cash
C0081,2024-02-18,K6,Medan,1,0,17.239710308760714,0,0.0,0,cash
C0082,2024-05-01,K3,Bandung,1,1,2.9034603566763817,0,6.35,2,cash
C0083,2024-06-15,K7,Medan,1,0,11.227672405660119,0,4.61,2,card
C0084,2024-05-05,K5,Surabaya,1,0,13.359365813850085,0,11.43,3,card
C0085,2024-11-20,K3,Bandung,1,1,17.7905542401215,0,0.0,0,cash
C0086,2024-08-21,K10,Denpasar,1,1,9.781908477414733,1,4.01,1,wallet
C0087,2024-03-27,K15,Medan,1,1,12.780939114704388,0,8.43,2,card
C0088,2024-10-31,K3,Surabaya,1,1,8.617474392754321,1,5.43,1,cash
C0089,2024-01-21,K3,Denpasar,1,0,15.73955128058767,1,0.97,3,cash
C0090,2024-04-08,K5,Denpasar,1,1,21.791737271102967,0,17.65,1,card
C0090,2024-06-12,K13,Medan,2,1,6.902191841400569,0,10.11,2,wallet
C0090,2024-01-05,K17,Bandung,3,1,10.15194831978183,0,13.02,2,card
C0091,2024-04-11,K19,Surabaya,1,1,21.68194651284455,1,1.25,1,wallet
C0092,2024-06-23,K9,Medan,1,0,12.447903406276245,0,12.46,1,wallet
C0092,2024-12-17,K6,Bandung,2,1,14.96778361140431,1,0.0,0,card
C0093,2024-01-22,K16,Medan,1,1,14.035261435622676,1,4.27,3,cash
C0093,2024-02-26,K13,Denpasar,2,1,4.802179733119079,1,18.83,1,wallet
C0093,2024-06-12,K14,Medan,3,1,7.6374234220406425,0,6.98,2,cash
C0094,2024-07-06,K16,Medan,1,0,13.680800231380205,0,4.51,2,card
C0094,2024-04-20,K2,Bandung,2,0,16.147374209658743,0,0.0,0,wallet
C0095,2024-06-06,K19,Jakarta,1,1,8.491462009375626,1,7.14,2,card
C0095,2024-02-23,K18,Surabaya,2,1,14.917942349866358,1,0.0,0,wallet
C0096,2024-07-09,K8,Surabaya,1,1,6.384697199277241,1,0.0,0,card
C0096,2024-12-26,K17,Surabaya,2,1,15.53408714656867,0,6.41,1,cash
C0097,2024-11-20,K11,Jakarta,1,1,5.2706453826339255,1,15.9,2,wallet
C0097,2024-05-20,K12,Bandung,2,1,13.326811746998143,0,4.08,1,wallet
C0097,2024-08-04,K11,Denpasar,3,0,9.100314820435372,0,5.11,3,wallet
C0097,2024-07-19,K19,Bandung,4,1,7.848724054814047,1,0.0,0,cash
C0098,2024-12-24,K14,Bandung,1,1,2.0,0,2.06,3,wallet
C0098,2024-07-28,K6,Bandung,2,0,8.891864129820485,1,23.8,2,cash
C0099,2024-06-21,K9,Medan,1,1,7.651684593626528,1,0.0,0,card
C0099,2024-11-05,K4,Denpasar,2,1,17.627173922073847,0,0.0,0,card
C0099,2024-02-18,K10,Denpasar,3,0,15.70412172710063,0,0.0,0,wallet
C0100,2024-12-02,K10,Bandung,1,1,9.433932167642073,0,0.0,0,cash
C0100,2024-09-24,K6,Jakarta,2,1,10.685545853958661,0,8.21,3,cash
C0100,2024-04-01,K6,Denpasar,3,1,14.95907066870689,0,13.47,3,card
C0100,2024-08-31,K13,Medan,4,0,21.18803366532355,1,25.79,1,card
C0101,2024-08-04,K13,Bandung,1,0,10.020856096341689,0,0.0,0,card
C0101,2024-07-23,K4,Surabaya,2,1,22.632177944866044,1,7.23,2,cash
C0101,2024-02-28,K10,Bandung,3,1,6.44271021531484,1,11.45,3,cash
C0101,2024-11-16,K15,Jakarta,4,0,17.5725814210923,1,10.03,1,card
C0102,2024-08-13,K14,Denpasar,1,1,17.569743166078304,1,0.0,0,wallet
C0103,2024-07-20,K3,Denpasar,1,0,16.768358390828904,1,0.0,0,wallet
C0103,2024-11-28,K12,Jakarta,2,1,12.239807229907733,0,8.05,1,wallet
C0104,2024-12-23,K4,Medan,1,1,14.129436030965179,1,10.66,1,wallet
C0105,2024-04-03,K20,Surabaya,1,1,11.968242216135657,0,8.46,2,wallet
C0105,2024-06-04,K11,Denpasar,2,1,19.81127565975211,0,0.0,0,card
C0105,2024-03-31,K3,Medan,3,0,8.019146476531276,0,0.0,0,wallet
C0106,2024-06-08,K3,Medan,1,0,11.57718500428096,0,10.72,1,wallet
C0106,2024-04-25,K18,Medan,2,1,7.980138005965111,1,4.7,2,wallet
C0106,2024-08-24,K4,Denpasar,3,0,15.730440597698422,1,0.0,0,card
C0106,2024-03-16,K7,Surabaya,4,0,5.348431871305051,1,3.77,1,wallet
C0106,2024-10-05,K9,Bandung,5,0,11.939555260769728,0,2.04,2,cash
C0107,2024-11-19,K3,Denpasar,1,1,7.48328256851501,1,0.0,0,cash
C0108,2024-01-24,K2,Jakarta,1,1,8.977541956099758,0,7.77,1,cash
C0108,2024-09-10,K6,Denpasar,2,1,7.667896942757228,0,8.02,1,cash
C0108,2024-01-03,K4,Medan,3,1,17.534952064892515,1,13.23,1,wallet
C0109,2024-11-01,K16,Bandung,1,1,8.916974729772516,0,3.74,3,wallet
C0109,2024-02-08,K8,Jakarta,2,1,10.119116986091559,0,0.0,0,card
C0110,2024-06-10,K17,Medan,1,1,12.526546604395435,1,12.57,3,card
C0110,2024-12-22,K1,Jakarta,2,0,5.971189357722307,0,0.0,0,card
C0110,2024-01-01,K7,Denpasar,3,1,11.09496930670193,1,0.0,0,cash
C0111,2024-03-13,K15,Denpasar,1,1,15.89468251756057,1,11.5,1,cash
C0112,2024-04-09,K20,Bandung,1,1,19.222101940768457,0,4.53,2,card
C0112,2024-06-10,K1,Jakarta,2,1,6.992814617474611,0,14.4,1,card
C0113,2024-01-13,K4,Medan,1,0,10.485222310078413,0,11.35,2,card
C0113,2024-11-23,K3,Surabaya,2,0,12.348734244205245,0,0.0,0,cash
C0113,2024-05-19,K14,Denpasar,3,0,9.32099268473851,1,4.85,1,cash
C0114,2024-06-15,K7,Bandung,1,0,14.366862520129802,1,1.46,2,wallet
C0115,2024-08-05,K2,Surabaya,1,1,10.847996428971163,1,20.27,2,card
C0115,2024-08-06,K3,Surabaya,2,1,20.528214712627225,1,3.68,2,card
C0115,2024-06-02,K15,Medan,3,0,9.266599577063673,0,9.13,3,card
C0115,2024-11-04,K3,Bandung,4,1,10.641724448369734,1,0.0,0,card
C0115,2024-11-21,K1,Bandung,5,1,4.317381925281083,0,13.32,2,card
C0116,2024-02-17,K4,Surabaya,1,0,9.482894733365846,1,0.0,0,card
C0117,2024-06-12,K9,Denpasar,1,1,19.12231006566317,0,7.45,2,cash
C0118,2024-02-23,K15,Medan,1,1,20.38731465156303,0,13.7,1,card
C0119,2024-07-30,K7,Jakarta,1,1,9.53776962834741,1,0.0,0,card
C0119,2024-02-16,K1,Jakarta,2,1,10.768451223165965,0,0.0,0,card
C0119,2024-11-26,K10,Surabaya,3,1,14.49842555151467,1,13.7,1,wallet
C0120,2024-12-23,K14,Bandung,1,1,10.031952813257032,0,11.77,3,card
C0121,2024-10-10,K18,Bandung,1,1,22.706915592555386,0,21.88,2,card
C0122,2024-09-08,K15,Medan,1,0,8.246985512093925,0,0.0,0,cash
C0122,2024-05-18,K11,Medan,2,0,5.430692710113114,0,11.16,1,wallet
C0123,2024-08-29,K18,Bandung,1,1,12.426406589828693,1,22.1,3,cash
C0123,2024-03-09,K12,Medan,2,0,21.348076652522586,0,0.0,0,cash
C0124,2024-06-01,K5,Medan,1,0,5.069210279473809,0,0.96,1,cash
C0124,2024-11-12,K3,Jakarta,2,1,14.088368492418933,1,21.62,3,card
C0124,2024-11-08,K9,Denpasar,3,1,16.234985438447293,0,0.0,0,cash
C0124,2024-02-15,K5,Medan,4,1,5.771413117768078,0,5.92,1,card
C0125,2024-05-01,K4,Surabaya,1,1,24.13358243172761,0,8.69,3,cash
C0125,2024-05-06,K15,Medan,2,1,14.16479912680348,0,0.0,0,card
C0125,2024-06-23,K10,Jakarta,3,0,15.955348511380546,0,11.04,2,card
C0126,2024-04-02,K7,Surabaya,1,1,7.415576541407191,0,10.07,1,cash
C0126,2024-10-31,K3,Denpasar,2,1,18.671751629746495,1,12.31,2,cash
C0126,2024-01-25,K16,Jakarta,3,1,16.10379651990653,0,17.13,3,cash
C0126,2024-07-17,K3,Bandung,4,1,10.511945189416526,0,10.68,2,card
C0127,2024-02-17,K8,Medan,1,0,14.85939033089178,1,0.0,0,wallet
C0128,2024-11-28,K10,Denpasar,1,1,8.245973474561296,1,4.37,3,card
C0128,2024-05-11,K11,Bandung,2,0,17.55058803333159,1,7.74,1,cash
C0129,2024-11-12,K16,Jakarta,1,1,9.976979274434282,0,0.0,0,card
C0129,2024-12-22,K3,Denpasar,2,0,6.351748851997592,0,20.3,1,cash
C0129,2024-04-01,K6,Denpasar,3,1,9.558100893684992,1,0.0,0,card
C0129,2024-10-18,K10,Medan,4,1,21.04653174866555,0,4.63,3,cash
C0130,2024-04-03,K11,Jakarta,1,1,6.798541358861947,0,7.0,3,card
C0130,2024-08-11,K15,Bandung,2,0,12.859196698967656,0,9.98,1,wallet
C0131,2024-04-19,K4,Surabaya,1,1,14.766256099923918,1,0.0,0,wallet
C0131,2024-10-05,K1,Medan,2,0,15.486565194561992,0,13.41,1,cash
C0132,2024-04-05,K5,Medan,1,1,12.476720997206542,0,0.0,0,wallet
C0133,2024-04-13,K8,Bandung,1,0,14.959923425622765,1,6.75,3,wallet
C0134,2024-10-13,K3,Denpasar,1,0,24.2472989947905,0,15.55,1,cash
C0135,2024-07-05,K16,Denpasar,1,1,15.110349951530242,1,2.81,3,wallet
C0136,2024-12-20,K10,Bandung,1,1,12.724439165484457,1,20.19,3,card
C0136,2024-03-01,K19,Bandung,2,1,10.967595074115765,0,8.49,3,card
C0137,2024-02-19,K20,Jakarta,1,1,15.272462450356018,1,12.5,3,card
C0137,2024-07-28,K11,Denpasar,2,0,12.029167733327169,1,0.0,0,card
C0138,2024-06-30,K19,Jakarta,1,0,18.154372565773674,0,0.0,0,card
C0138,2024-07-27,K20,Surabaya,2,0,14.615395020011972,1,24.63,2,card
C0138,2024-06-14,K13,Denpasar,3,1,17.920862638300726,1,20.21,2,card
C0139,2024-10-25,K8,Denpasar,1,1,13.498872818607822,0,0.0,0,wallet
C0139,2024-12-05,K13,Bandung,2,1,15.995894099526996,1,10.66,3,card
C0140,2024-03-13,K14,Medan,1,1,12.373881339609843,0,10.34,1,wallet
C0141,2024-03-04,K7,Medan,1,1,2.7721018233791916,0,11.94,3,card
C0141,2024-12-23,K5,Jakarta,2,1,8.144912908173751,1,7.63,3,wallet
C0141,2024-04-19,K13,Medan,3,1,17.452171706995546,0,5.76,2,wallet
C0141,2024-12-03,K14,Denpasar,4,1,7.757856829045927,0,8.13,2,card
C0142,2024-12-20,K17,Jakarta,1,1,2.57116540622879,1,0.0,0,cash
C0143,2024-10-04,K19,Medan,1,1,14.410333636676931,0,6.04,3,cash
C0144,2024-02-01,K18,Denpasar,1,1,11.737977747112653,0,10.95,3,card
C0144,2024-09-05,K7,Medan,2,1,14.169404254501162,1,24.88,1,wallet
C0145,2024-03-17,K4,Medan,1,0,2.0,1,0.28,2,cash
C0146,2024-02-22,K3,Denpasar,1,1,16.31895912284831,0,0.0,0,card
C0146,2024-07-18,K10,Bandung,2,1,9.189548373479028,1,19.24,1,card
C0146,2024-12-14,K20,Medan,3,0,7.110813998143572,0,12.16,3,card
C0146,2024-10-02,K13,Jakarta,4,1,7.618076332773484,0,4.3,2,wallet
C0147,2024-11-23,K15,Bandung,1,0,15.710764021882285,1,0.0,0,card
C0147,2024-10-12,K14,Surabaya,2,0,9.003167530798404,0,16.59,3,wallet
C0147,2024-07-20,K20,Jakarta,3,0,8.113049620705477,0,3.03,1,wallet
C0147,2024-03-12,K11,Surabaya,4,1,19.145585092755155,0,13.66,1,cash
C0147,2024-08-08,K6,Surabaya,5,1,17.60952855491067,0,4.96,1,cash
C0148,2024-12-09,K19,Surabaya,1,1,7.907980347356581,1,0.0,0,card
C0148,2024-09-29,K5,Bandung,2,0,7.415910791297425,0,4.99,2,cash
C0149,2024-02-27,K14,Bandung,1,1,21.739083936271577,0,11.75,3,cash
C0150,2024-10-10,K18,Jakarta,1,1,15.202398976004119,0,0.0,0,cash
C0151,2024-10-13,K14,Denpasar,1,0,11.047484470010943,0,0.0,0,cash
C0151,2024-04-27,K3,Denpasar,2,0,16.080034243872117,0,14.87,3,cash
C0151,2024-09-27,K18,Medan,3,1,14.876694320577922,1,6.04,3,cash
C0152,2024-09-02,K3,Surabaya,1,1,17.092866515930204,1,0.0,0,card
C0153,2024-10-20,K14,Medan,1,0,15.878836087015882,0,10.36,2,card
C0153,2024-04-22,K12,Medan,2,1,18.860307119748427,0,0.0,0,wallet
C0154,2024-05-30,K8,Bandung,1,1,2.0,1,20.94,1,cash
C0154,2024-06-29,K11,Medan,2,0,15.010591601962417,0,22.45,3,cash
C0155,2024-08-07,K20,Jakarta,1,1,7.698074946102491,1,1.09,3,cash
C0155,2024-04-10,K15,Jakarta,2,1,4.263480055308173,0,11.88,3,cash
